name,type,ownership,city,state,aka,slug
B.H.S.S.Trust'S Polytechnic,affiliated_college,private_unaided,Nashik,Maharashtra,1-46224341989,b-h-s-s-trust-s-polytechnic
"Vivekanand Education Society'S Polytechnic,Sitasaongi",affiliated_college,private_unaided,Bhandara,Maharashtra,1-46224729620,vivekanand-education-society-s-polytechnic-sitasaongi
"Puranmal Lahoti Government Institute of Engineering and Technology, Latur",affiliated_college,government,Latur,Maharashtra,1-46224729832,puranmal-lahoti-government-institute-of-engineering-and-technology-latur
Abdul Razzak Kalsekar Polytechnic,affiliated_college,private_unaided,Mumbai Suburban,Maharashtra,1-46225487515,abdul-razzak-kalsekar-polytechnic
Sydenham Institute of Management Studies and Research and Entrepreneurship Education (Simsree),affiliated_college,government,Mumbai CITY,Maharashtra,1-46225671979,sydenham-institute-of-management-studies-and-research-and-entrepreneurship-education-simsree
Godavari College of Engineering,affiliated_college,private_unaided,Jalgaon,Maharashtra,1-46225677279,godavari-college-of-engineering
Pillai HOC Institute of Management Studies and Research,affiliated_college,private_unaided,Raigad,Maharashtra,1-46226027357,pillai-hoc-institute-of-management-studies-and-research
Jayawantrao Sawant Institute of Management & Research,affiliated_college,private_unaided,PUNE,Maharashtra,1-46226102159,jayawantrao-sawant-institute-of-management-research
Met'S Institute of Management,affiliated_college,private_unaided,Nashik,Maharashtra,1-46226186883,met-s-institute-of-management
KOTI Vidya Charitable Trust'S Alamuri Ratnamala Institute of Engineering and Technology,affiliated_college,private_unaided,Thane,Maharashtra,1-46226366735,koti-vidya-charitable-trust-s-alamuri-ratnamala-institute-of-engineering-and-technology
"Christ (Deemed to BE University), PUNE Lavasa Campus",deemed_university,trust_society,PUNE,Maharashtra,1-46224342308,christ-deemed-to-be-university-pune-lavasa-campus
International Centre of Excellence in Engineering and Management (Iceem),affiliated_college,private_unaided,Aurangabad,Maharashtra,1-46224342478,international-centre-of-excellence-in-engineering-and-management-iceem
Jamia Institute of Technology,affiliated_college,private_unaided,Nandurbar,Maharashtra,1-46224730261,jamia-institute-of-technology
"Government Institute of Printing Technology, Mumbai",affiliated_college,government,Mumbai CITY,Maharashtra,1-46224730453,government-institute-of-printing-technology-mumbai
Government College of ART and Design Aurangabad,affiliated_college,government,Aurangabad,Maharashtra,1-46224949202,government-college-of-art-and-design-aurangabad
Navgan Shikshan Sanstha Rajuris ARTS and Commrece College Parli Vajinath DIST BEED,affiliated_college,government_aided,BEED,Maharashtra,1-46284678474,navgan-shikshan-sanstha-rajuris-arts-and-commrece-college-parli-vajinath-dist-beed
JAY Bharat College of Polytechnic Dapka,affiliated_college,private_unaided,Latur,Maharashtra,1-46285093576,jay-bharat-college-of-polytechnic-dapka
Maeer'S Maharashtra Institute of Technology Thane,affiliated_college,private_unaided,Thane,Maharashtra,1-46285202814,maeer-s-maharashtra-institute-of-technology-thane
Amolak College of Engineering KADA,affiliated_college,private_unaided,BEED,Maharashtra,1-46285383386,amolak-college-of-engineering-kada
Shri Muktanand College Gangapur,affiliated_college,government_aided,Aurangabad,Maharashtra,1-46284944386,shri-muktanand-college-gangapur
Government College of ARTS and Design Nagpur,affiliated_college,government,Nagpur,Maharashtra,1-46284944402,government-college-of-arts-and-design-nagpur
Yashoda Mahadeo Kakade College of Engineering Talegaon,affiliated_college,private_unaided,PUNE,Maharashtra,1-46285525396,yashoda-mahadeo-kakade-college-of-engineering-talegaon
Shri VILE Parle Kelavani Mandals Narsee Monjee Institute of Management Studies Deemed to BE University Svkms Nmims,deemed_university,trust_society,Mumbai Suburban,Maharashtra,1-46284528058,shri-vile-parle-kelavani-mandals-narsee-monjee-institute-of-management-studies-deemed-to-be-university-svkms-nmims
Dattakala Group of Institutions,affiliated_college,private_unaided,PUNE,Maharashtra,1-46284528393,dattakala-group-of-institutions
Shetkari Shikshan Prasarak Mandals Mahesh Institute of Engineering and Technology Ashti,affiliated_college,private_unaided,BEED,Maharashtra,1-46285094050,shetkari-shikshan-prasarak-mandals-mahesh-institute-of-engineering-and-technology-ashti
MSSU Pimple Gurav Campus,state_university,government,PUNE,Maharashtra,1-46285525650,mssu-pimple-gurav-campus
Datta Meghe Institute of Higher Education and Research (Deemed to BE University),deemed_university,trust_society,Wardha,Maharashtra,1-46284541039,datta-meghe-institute-of-higher-education-and-research-deemed-to-be-university
Deogiri Institute of Technology and Management Studies,affiliated_college,private_unaided,Aurangabad,Maharashtra,1-46284945159,deogiri-institute-of-technology-and-management-studies
Navjeevan Education Soceity'S College of Engineering,affiliated_college,private_unaided,Mumbai Suburban,Maharashtra,1-46285255731,navjeevan-education-soceity-s-college-of-engineering
Punyashlok Ahilyadevi Holkar Solapur University Solapur,state_university,government,Solapur,Maharashtra,1-46285526051,punyashlok-ahilyadevi-holkar-solapur-university-solapur-1-46285526051
Sambhajiraje College of Management Science,affiliated_college,private_unaided,BEED,Maharashtra,1-46285638820,sambhajiraje-college-of-management-science
K T S P Mandal Institute of Technology Management and Research,affiliated_college,private_unaided,PUNE,Maharashtra,1-46285772675,k-t-s-p-mandal-institute-of-technology-management-and-research
Institute of Chemical Technology Mumbai Marathwada OFF Campus,deemed_university,government,Jalna,Maharashtra,1-46284548353,institute-of-chemical-technology-mumbai-marathwada-off-campus
Vishweshwarayya Institute of Management and Technology,affiliated_college,private_unaided,Latur,Maharashtra,1-46285256148,vishweshwarayya-institute-of-management-and-technology
Vijay Patil School of Management,deemed_university,trust_society,Thane,Maharashtra,1-46284548893,vijay-patil-school-of-management
Swami Polytechnic,affiliated_college,private_unaided,Nashik,Maharashtra,1-46284987913,swami-polytechnic
MULA Education Society'S Institute of Engineering and Technology,affiliated_college,private_unaided,Ahmednagar,Maharashtra,1-46284988023,mula-education-society-s-institute-of-engineering-and-technology
"JSPM College of Engineering,Latur",affiliated_college,private_unaided,Latur,Maharashtra,1-46285095152,jspm-college-of-engineering-latur
Sumanbai Bengal Mahila Mahavidyalay,affiliated_college,private_unaided,Hingoli,Maharashtra,1-46285526903,sumanbai-bengal-mahila-mahavidyalay
Terna School of Business Management,affiliated_college,private_unaided,Osmanabad,Maharashtra,1-46284988240,terna-school-of-business-management
CDS College of Engineering,affiliated_college,private_unaided,Aurangabad,Maharashtra,1-46285153418,cds-college-of-engineering
Samarth College of Engineering and Management,affiliated_college,private_unaided,PUNE,Maharashtra,1-46284570968,samarth-college-of-engineering-and-management
Ajinkya Institute of Technology,affiliated_college,private_unaided,Ahilyanagar,Maharashtra,1-46284988679,ajinkya-institute-of-technology
Audyogik Shikshan Mandals Nextgen Technical Campus,affiliated_college,private_unaided,PUNE,Maharashtra,1-46284988772,audyogik-shikshan-mandals-nextgen-technical-campus
Vinayakrao Patil Mahavidyalaya Vaijapur,affiliated_college,government_aided,Aurangabad,Maharashtra,1-46285385110,vinayakrao-patil-mahavidyalaya-vaijapur
Indira Polytechnic College,affiliated_college,private_unaided,Ahilyanagar,Maharashtra,1-46285823828,indira-polytechnic-college
Phalke Patil College of Engineering,affiliated_college,private_unaided,Ahmednagar,Maharashtra,1-46285154006,phalke-patil-college-of-engineering
U.D.Pathrikar School of Business Management,affiliated_college,private_unaided,Aurangabad,Maharashtra,1-46285315283,u-d-pathrikar-school-of-business-management
Vidya Niketan Institute of Engineering and Technology,affiliated_college,private_unaided,PUNE,Maharashtra,1-46285579399,vidya-niketan-institute-of-engineering-and-technology
Mhhatma Phule Mahavidyalaya Jalkot,affiliated_college,private_unaided,Latur,Maharashtra,1-46285579635,mhhatma-phule-mahavidyalaya-jalkot
Institution of Mechanical Engineers India,affiliated_college,private_unaided,Raigad,Maharashtra,1-46285696024,institution-of-mechanical-engineers-india
Shantai Institute of Technology,affiliated_college,private_unaided,Dhule,Maharashtra,1-46284989199,shantai-institute-of-technology
Avdhoot Institute of Computer Application and Management Studies,affiliated_college,private_unaided,Nagpur,Maharashtra,1-46285455520,avdhoot-institute-of-computer-application-and-management-studies
Shree Saraswati Institute of Technology,affiliated_college,private_unaided,Sindhudurg,Maharashtra,1-46285154893,shree-saraswati-institute-of-technology
Tatyasaheb a B Chaudhari College of Engineering and Technology,affiliated_college,private_unaided,Jalgaon,Maharashtra,1-46285155021,tatyasaheb-a-b-chaudhari-college-of-engineering-and-technology
Vivekanand ARTS Sardar Dalipsingh Commerce and Science College,affiliated_college,private_unaided,Aurangabad,Maharashtra,1-46285315761,vivekanand-arts-sardar-dalipsingh-commerce-and-science-college
Rajarshi Shahu Mahavidyalaya,affiliated_college,government_aided,Latur,Maharashtra,1-46285201279,rajarshi-shahu-mahavidyalaya
ZEAL Institute of Technology,affiliated_college,private_unaided,Sangli,Maharashtra,1-46285201384,zeal-institute-of-technology
Siddhant Senior College,affiliated_college,private_unaided,Dhule,Maharashtra,1-46285580427,siddhant-senior-college
Khandesh Education Societys Institute of Management and Technology Amalner,affiliated_college,private_unaided,Jalgaon,Maharashtra,1-46285580503,khandesh-education-societys-institute-of-management-and-technology-amalner
Shri Dhokeshwar College Takali Dhokeshwar,affiliated_college,government_aided,Ahilyanagar,Maharashtra,1-46285040555,shri-dhokeshwar-college-takali-dhokeshwar
Dr Sudhakarrao Jadhavar Institute of Management and Technology,affiliated_college,private_unaided,PUNE,Maharashtra,1-46285201457,dr-sudhakarrao-jadhavar-institute-of-management-and-technology
Anandgad Polytechnic College,affiliated_college,private_unaided,Ahilyanagar,Maharashtra,1-46285201527,anandgad-polytechnic-college
Late.Adv.Shrinivasraoji Dagduraoji Deshmukh College of Computer Science and Managment Bhokardan,affiliated_college,private_unaided,Jalna,Maharashtra,1-46285456298,late-adv-shrinivasraoji-dagduraoji-deshmukh-college-of-computer-science-and-managment-bhokardan
Thakur Shree DPS College of Engineering and Management,affiliated_college,private_unaided,Thane,Maharashtra,1-46284902968,thakur-shree-dps-college-of-engineering-and-management
Dnyanvilas College of Engineering,affiliated_college,private_unaided,PUNE,Maharashtra,1-46285316541,dnyanvilas-college-of-engineering
Prabhat Institute of Computer Applications and Management Studies,affiliated_college,private_unaided,Chandrapur,Maharashtra,1-46285580940,prabhat-institute-of-computer-applications-and-management-studies
Rtmssu Kharghar Campus,state_university,government,Mumbai Suburban,Maharashtra,1-46285825078,rtmssu-kharghar-campus
Deartment of Commerce & Management,state_university,government,Kolhapur,Maharashtra,1-46284654663,deartment-of-commerce-management
MES Mukunddas Lohia College of Engineering,affiliated_college,private_unaided,PUNE,Maharashtra,1-46284943369,mes-mukunddas-lohia-college-of-engineering
Taywade College Mahadula Koradi DIST Nagpur,affiliated_college,government_aided,Nagpur,Maharashtra,1-46285202325,taywade-college-mahadula-koradi-dist-nagpur
Imperial College of Engineering,affiliated_college,private_unaided,Thane,Maharashtra,1-46285316988,imperial-college-of-engineering
Prashik College of BCA and BCS,affiliated_college,private_unaided,Aurangabad,Maharashtra,1-46285637271,prashik-college-of-bca-and-bcs
Sumanbai Bengal College of BCA,affiliated_college,private_unaided,Hingoli,Maharashtra,1-46285637316,sumanbai-bengal-college-of-bca
LATE N B Chhabada Institute of Engineering and Management,affiliated_college,private_unaided,Satara,Maharashtra,1-46284677217,late-n-b-chhabada-institute-of-engineering-and-management
Nkspt Institute of Engineering and Technology Pathrikar Campus,affiliated_college,private_unaided,Jalna,Maharashtra,1-46284943812,nkspt-institute-of-engineering-and-technology-pathrikar-campus
Vidya Niketan Institute of Management and Computer Applications,affiliated_college,private_unaided,Ahilyanagar,Maharashtra,1-46285093369,vidya-niketan-institute-of-management-and-computer-applications
Aditya Institute of BCA BBA and BMS,affiliated_college,private_unaided,BEED,Maharashtra,1-46285202492,aditya-institute-of-bca-bba-and-bms
Shivchhatrapati College,affiliated_college,private_unaided,Aurangabad,Maharashtra,1-46285317135,shivchhatrapati-college
Delight Management Studies and Research Institute,affiliated_college,private_unaided,PUNE,Maharashtra,1-46285637684,delight-management-studies-and-research-institute
Shivsamarth Institute of Management Talmavale,affiliated_college,private_unaided,Satara,Maharashtra,1-46285771547,shivsamarth-institute-of-management-talmavale
GDM ARTS KRN Commerce and MD Science College,affiliated_college,government_aided,Jalgaon,Maharashtra,1-46283017615,gdm-arts-krn-commerce-and-md-science-college
Shivaji Mahavidyalaya Udgir,affiliated_college,government_aided,Latur,Maharashtra,1-46283545115,shivaji-mahavidyalaya-udgir
N. D. Marathe ARTS Commerce and Science College Shindkheda,affiliated_college,private_unaided,Dhule,Maharashtra,1-46283807248,n-d-marathe-arts-commerce-and-science-college-shindkheda
"Thakur Institute of Management Studies, Career Development and Research",affiliated_college,private_unaided,Mumbai Suburban,Maharashtra,1-46287102740,thakur-institute-of-management-studies-career-development-and-research
